ActionType,SubAction,Nationality,ID,ActionDate
Cancellations,Total Cancellations,Filipina,1005505,2022-05-14 23:00:16
Cancellations,Total Cancellations,Filipina,1005506,2021-03-17 23:00:08
Cancellations,Total Cancellations,Filipina,1005508,2021-06-17 23:00:12
Cancellations,Total Cancellations,Other,1005519,2021-05-26 23:00:08
Cancellations,Total Cancellations,Other,1005529,2021-08-11 23:00:01
Cancellations,Total Cancellations,African,1005530,2020-11-06 23:00:17
Cancellations,Total Cancellations,Other,1005558,2021-01-25 13:13:15
Cancellations,Total Cancellations,Filipina,1005559,2020-11-16 23:00:04
Cancellations,Total Cancellations,Ethiopian,1005569,2022-06-18 23:00:22
Cancellations,Total Cancellations,Filipina,1005583,2021-01-09 14:08:44
Cancellations,Total Cancellations,Other,1005585,2023-12-22 23:00:18
Cancellations,Total Cancellations,Other,1005587,2020-10-03 16:00:29
Cancellations,Total Cancellations,Ethiopian,1005592,2024-03-01 23:00:09
Cancellations,Total Cancellations,African,1005593,2020-05-13 23:00:10
Cancellations,Total Cancellations,Filipina,1005598,2022-04-22 23:00:08
Cancellations,Total Cancellations,Filipina,1005613,2021-02-20 23:00:05
Cancellations,Total Cancellations,Filipina,1005622,2020-06-07 15:14:59
Cancellations,Total Cancellations,Filipina,1005626,2020-06-11 15:58:47
Cancellations,Total Cancellations,African,1005634,2021-02-23 13:58:59
Cancellations,Total Cancellations,Filipina,1005635,2022-05-08 23:00:13
Cancellations,Total Cancellations,Filipina,1005643,2021-06-25 23:00:16
Cancellations,Total Cancellations,Other,1005650,2020-12-10 23:00:03
Cancellations,Total Cancellations,African,1005662,2020-06-06 14:22:40
Cancellations,Total Cancellations,Filipina,1005663,2021-11-07 23:00:15
Cancellations,Total Cancellations,Other,1005665,2023-04-17 23:00:06
Cancellations,Total Cancellations,Filipina,1005666,2022-06-27 23:00:31
Cancellations,Total Cancellations,Other,1005667,2024-05-09 23:00:02
Cancellations,Total Cancellations,Ethiopian,1005669,2022-08-29 23:00:23
Cancellations,Total Cancellations,Ethiopian,1005672,2022-06-09 23:00:15
Cancellations,Total Cancellations,Ethiopian,1005680,2022-04-24 23:00:22
Cancellations,Cancelled Same-Day,Filipina,1005686,2020-06-01 12:07:32
Cancellations,Total Cancellations,African,1005688,2020-09-10 13:35:55
Cancellations,Total Cancellations,Filipina,1005693,2020-06-06 19:11:28
Cancellations,Total Cancellations,Other,1005695,2022-07-03 23:00:19
Cancellations,Total Cancellations,Other,1005698,2021-04-12 23:00:01
Cancellations,Total Cancellations,Other,1005703,2022-03-10 23:00:36
Cancellations,Total Cancellations,Other,1005709,2020-07-24 16:23:25
Cancellations,Total Cancellations,Filipina,1005711,2024-02-27 23:00:42
Cancellations,Total Cancellations,Filipina,1005716,2021-02-05 23:00:01
Cancellations,Total Cancellations,African,1005722,2023-11-08 23:00:02
Cancellations,Total Cancellations,Filipina,1005724,2021-05-10 23:00:18
Cancellations,Cancelled Same-Day,Filipina,1005726,2020-06-07 17:42:53
Cancellations,Total Cancellations,Filipina,1005727,2021-04-03 23:00:10
Cancellations,Total Cancellations,Filipina,1005728,2022-05-30 23:00:26
Cancellations,Total Cancellations,Filipina,1005731,2023-03-31 23:00:27
Cancellations,Total Cancellations,Other,1005737,2021-03-14 23:00:02
Cancellations,Total Cancellations,Filipina,1005738,2020-12-14 23:00:03
Cancellations,Total Cancellations,Filipina,1005739,2020-08-31 23:00:55
Cancellations,Total Cancellations,Other,1005744,2024-05-15 23:00:04
Cancellations,Total Cancellations,Other,1005748,2020-10-23 08:45:45
Cancellations,Total Cancellations,African,1005751,2023-07-06 12:19:19
Cancellations,Total Cancellations,Filipina,1005755,2020-06-24 17:16:03
Cancellations,Total Cancellations,Other,1005757,2020-10-26 13:57:25
Cancellations,Total Cancellations,Filipina,1005760,2020-12-15 23:00:08
Cancellations,Total Cancellations,Filipina,1005764,2020-09-05 10:38:16
Cancellations,Total Cancellations,Filipina,1005767,2021-02-19 23:00:01
Cancellations,Total Cancellations,Other,1005768,2020-07-16 11:23:07
Cancellations,Total Cancellations,Other,1005770,2021-05-10 23:00:20
Cancellations,Total Cancellations,Other,1005771,2021-05-20 23:00:12
Cancellations,Total Cancellations,Ethiopian,1005781,2023-03-28 23:00:10
Cancellations,Total Cancellations,Other,1005784,2024-06-27 23:00:34
Cancellations,Total Cancellations,Filipina,1005786,2024-06-18 23:00:05
Cancellations,Total Cancellations,Filipina,1005788,2022-06-28 23:00:12
Cancellations,Total Cancellations,Filipina,1005791,2021-01-25 13:10:24
Cancellations,Total Cancellations,Filipina,1005795,2020-06-22 19:59:53
Cancellations,Total Cancellations,Other,1005798,2020-06-21 10:55:58
Cancellations,Total Cancellations,Filipina,1005799,2022-08-26 23:00:25
Cancellations,Total Cancellations,Other,1005802,2022-12-03 23:00:07
Cancellations,Total Cancellations,Filipina,1005804,2023-11-17 23:00:02
Cancellations,Total Cancellations,Filipina,1005809,2020-06-23 19:41:02
Cancellations,Total Cancellations,Filipina,1005817,2020-06-23 08:28:26
Cancellations,Total Cancellations,Other,1005818,2021-05-02 23:00:17
Cancellations,Total Cancellations,Filipina,1005819,2021-01-25 13:08:30
Cancellations,Total Cancellations,Other,1005825,2020-09-14 11:44:17
Cancellations,Total Cancellations,Filipina,1005831,2023-06-09 23:00:18
Cancellations,Total Cancellations,Other,1005837,2020-08-09 17:42:37
Cancellations,Total Cancellations,Filipina,1005838,2020-09-30 23:00:31
Cancellations,Cancelled Same-Day,Other,1005842,2020-06-25 23:00:05
Cancellations,Total Cancellations,Filipina,1005843,2021-08-23 23:00:30
Cancellations,Total Cancellations,African,1005853,2020-07-12 16:12:52
Cancellations,Cancelled Same-Day,Other,1005854,2020-06-28 13:40:41
Cancellations,Total Cancellations,Ethiopian,1005857,2020-07-15 15:43:19
Cancellations,Total Cancellations,Other,1005864,2021-11-11 23:00:01
Cancellations,Cancelled Same-Day,Other,1005865,2020-06-30 17:21:31
Cancellations,Total Cancellations,Filipina,1005878,2024-07-05 08:16:15
Cancellations,Total Cancellations,Other,1005883,2023-02-28 23:00:31
Cancellations,Total Cancellations,Filipina,1005890,2020-07-15 11:58:21
Cancellations,Total Cancellations,African,1005892,2022-08-29 23:00:28
Cancellations,Total Cancellations,Other,1005893,2024-04-30 23:00:45
Cancellations,Total Cancellations,Other,1005896,2021-09-06 23:00:10
Cancellations,Total Cancellations,African,1005899,2020-12-29 13:34:24
Cancellations,Total Cancellations,Filipina,1005908,2022-11-29 23:00:33
Cancellations,Total Cancellations,African,1005912,2021-11-30 23:07:01
Cancellations,Total Cancellations,Other,1005913,2021-05-22 23:00:06
Cancellations,Total Cancellations,Filipina,1005914,2021-09-12 23:00:01
Cancellations,Total Cancellations,Filipina,1005916,2021-01-25 13:07:40
Cancellations,Total Cancellations,Other,1005925,2020-07-09 10:30:28
Cancellations,Total Cancellations,Filipina,1005931,2022-06-27 23:00:34
Cancellations,Total Cancellations,Filipina,1005932,2020-08-12 18:07:29
Cancellations,Total Cancellations,African,1005935,2020-09-30 23:00:32
Cancellations,Total Cancellations,African,1005936,2020-07-19 11:00:21
Cancellations,Total Cancellations,Filipina,1005940,2020-09-09 12:04:05
Cancellations,Total Cancellations,Filipina,1005946,2022-09-26 23:00:14
Cancellations,Total Cancellations,Filipina,1005947,2020-09-30 23:00:32
Cancellations,Cancelled Same-Day,Ethiopian,1005948,2020-07-10 12:30:06
Cancellations,Total Cancellations,Other,1005954,2020-07-14 14:08:43
Cancellations,Total Cancellations,Other,1005955,2021-09-08 23:00:10
Cancellations,Total Cancellations,Other,1005958,2021-11-16 23:00:12
Cancellations,Total Cancellations,Other,1005964,2022-05-18 23:30:04
Cancellations,Total Cancellations,Filipina,1005967,2023-04-30 23:00:51
Cancellations,Total Cancellations,Filipina,1005968,2022-04-01 23:00:27
Cancellations,Total Cancellations,African,1005971,2022-06-02 23:00:04
Cancellations,Total Cancellations,Filipina,1005973,2021-04-04 19:23:59
Cancellations,Total Cancellations,African,1005975,2021-12-30 23:00:10
Cancellations,Total Cancellations,Other,1005976,2020-07-28 16:42:38
Cancellations,Total Cancellations,Other,1005977,2020-09-05 15:10:20
Cancellations,Total Cancellations,Ethiopian,1005980,2022-05-31 23:00:22
Cancellations,Total Cancellations,Filipina,1005982,2022-05-16 23:00:04
Cancellations,Total Cancellations,Filipina,1005985,2021-03-21 23:00:05
Cancellations,Total Cancellations,Other,1005986,2021-04-12 23:00:02
Cancellations,Total Cancellations,Other,1005987,2020-09-09 10:29:16
Cancellations,Total Cancellations,Filipina,1005988,2022-07-14 23:00:35
Cancellations,Total Cancellations,Other,1005989,2022-11-28 23:00:12
Cancellations,Total Cancellations,Ethiopian,1005991,2020-08-02 13:51:17
Cancellations,Total Cancellations,Filipina,1005995,2022-07-20 23:00:05
Cancellations,Total Cancellations,African,1006001,2021-02-05 23:00:03
Cancellations,Cancelled Same-Day,Filipina,1006008,2020-07-15 16:13:41
Cancellations,Total Cancellations,Filipina,1006010,2023-08-31 23:00:59
Cancellations,Total Cancellations,Other,1006012,2021-02-15 14:05:19
Cancellations,Total Cancellations,African,1006014,2022-07-26 23:00:12
Cancellations,Total Cancellations,Filipina,1006016,2020-12-05 23:00:15
Cancellations,Total Cancellations,Other,1006017,2022-09-15 23:00:20
Cancellations,Total Cancellations,African,1006021,2021-07-17 23:00:04
Cancellations,Total Cancellations,Other,1006026,2023-12-31 23:00:28
Cancellations,Total Cancellations,Filipina,1006027,2022-07-24 23:00:08
Cancellations,Total Cancellations,Filipina,1006029,2021-02-27 23:00:17
Cancellations,Total Cancellations,Filipina,1006030,2020-07-20 12:17:14
Cancellations,Total Cancellations,Filipina,1006035,2022-07-04 23:00:25
Cancellations,Total Cancellations,African,1006042,2020-10-08 14:56:40
Cancellations,Total Cancellations,Other,1006043,2020-07-25 17:21:50
Cancellations,Total Cancellations,Filipina,1006044,2023-07-27 23:00:14
Cancellations,Total Cancellations,Filipina,1006049,2020-07-31 23:00:00
Cancellations,Total Cancellations,Other,1006050,2021-03-12 10:01:51
Cancellations,Total Cancellations,Other,1006051,2020-07-26 11:23:10
Cancellations,Total Cancellations,African,1006052,2021-08-20 23:00:05
Cancellations,Total Cancellations,Other,1006055,2024-02-01 23:00:13
Cancellations,Total Cancellations,African,1006056,2022-09-14 23:00:09
Cancellations,Total Cancellations,Filipina,1006057,2024-08-22 23:00:17
Cancellations,Total Cancellations,African,1006058,2022-07-31 23:00:37
Cancellations,Cancelled Same-Day,Filipina,1006063,2020-07-20 15:04:05
Cancellations,Total Cancellations,Filipina,1006065,2021-02-16 23:00:01
Cancellations,Total Cancellations,Filipina,1006070,2021-11-14 09:00:02
Cancellations,Cancelled Same-Day,Filipina,1006072,2020-07-21 15:26:13
Cancellations,Total Cancellations,Filipina,1006074,2020-07-23 08:41:03
Cancellations,Total Cancellations,Filipina,1006076,2022-07-15 23:00:05
Cancellations,Total Cancellations,Other,1006081,2022-07-04 23:00:38
Cancellations,Cancelled Same-Day,Filipina,1006082,2020-07-22 10:27:11
Cancellations,Total Cancellations,Other,1006085,2020-07-27 11:00:27
Cancellations,Total Cancellations,Filipina,1006090,2021-04-19 11:54:08
Cancellations,Total Cancellations,African,1006096,2020-07-29 10:18:35
Cancellations,Total Cancellations,African,1006100,2020-10-26 00:20:44
Cancellations,Total Cancellations,Filipina,1006103,2022-08-02 23:00:23
Cancellations,Total Cancellations,Other,1006111,2020-10-26 00:22:19
Cancellations,Total Cancellations,Filipina,1006112,2022-07-26 23:00:25
Cancellations,Total Cancellations,Filipina,1006119,2020-08-17 12:38:05
Cancellations,Total Cancellations,Filipina,1006120,2022-07-11 23:00:03
Cancellations,Total Cancellations,African,1006124,2021-04-09 23:00:06
Cancellations,Total Cancellations,Filipina,1006125,2020-09-29 23:00:20
Cancellations,Total Cancellations,Filipina,1006126,2022-12-15 23:00:05
Cancellations,Total Cancellations,Filipina,1006127,2021-08-26 23:00:29
Cancellations,Total Cancellations,Other,1006129,2021-08-21 23:00:07
Cancellations,Total Cancellations,Filipina,1006133,2022-08-20 23:00:05
Cancellations,Total Cancellations,Filipina,1006142,2022-08-26 23:00:40
Cancellations,Total Cancellations,Filipina,1006151,2021-06-04 23:00:01
Cancellations,Total Cancellations,Filipina,1006155,2022-04-02 12:44:59
Cancellations,Total Cancellations,Other,1006161,2021-02-25 23:00:09
Cancellations,Total Cancellations,Filipina,1006163,2021-08-03 23:00:01
Cancellations,Total Cancellations,Other,1006164,2021-04-20 23:00:11
Cancellations,Total Cancellations,Filipina,1006165,2022-04-27 23:00:08
Cancellations,Total Cancellations,Filipina,1006170,2021-01-25 13:03:35
Cancellations,Total Cancellations,African,1006172,2021-12-28 23:00:19
Cancellations,Total Cancellations,Filipina,1006173,2022-01-11 23:00:13
Cancellations,Total Cancellations,Filipina,1006174,2020-08-04 10:18:16
Cancellations,Total Cancellations,Filipina,1006179,2020-08-03 14:47:28
Cancellations,Cancelled Same-Day,Other,1006199,2020-08-02 16:00:23
Cancellations,Total Cancellations,Other,1006201,2021-03-09 23:00:01
Cancellations,Total Cancellations,Ethiopian,1006202,2022-05-01 23:00:09
Cancellations,Cancelled Same-Day,Other,1006204,2020-08-02 08:51:21
Cancellations,Total Cancellations,Ethiopian,1006206,2020-08-07 20:08:48
Cancellations,Total Cancellations,Other,1006210,2021-07-22 23:00:01
Cancellations,Total Cancellations,Ethiopian,1006213,2024-06-30 23:00:06
Cancellations,Total Cancellations,Filipina,1006216,2020-08-12 15:22:57
Cancellations,Total Cancellations,Other,1006218,2024-05-05 19:05:20
Cancellations,Total Cancellations,Filipina,1006222,2022-08-16 23:00:10
Cancellations,Total Cancellations,Filipina,1006224,2022-08-17 23:00:28
Cancellations,Total Cancellations,Filipina,1006225,2022-06-29 23:00:18
Cancellations,Total Cancellations,African,1006228,2021-09-16 23:00:17
Cancellations,Total Cancellations,Other,1006229,2020-08-30 16:51:01
Cancellations,Total Cancellations,African,1006230,2023-04-05 10:24:43
Cancellations,Total Cancellations,Filipina,1006232,2022-09-01 14:00:08
Cancellations,Total Cancellations,Filipina,1006233,2023-06-25 23:00:26
Cancellations,Total Cancellations,African,1006234,2022-08-27 23:00:13
Cancellations,Total Cancellations,Filipina,1006236,2020-09-29 18:04:03
Cancellations,Total Cancellations,Filipina,1006238,2021-07-11 23:00:03
Cancellations,Total Cancellations,Other,1006239,2021-03-30 23:00:04
Cancellations,Total Cancellations,African,1006240,2021-03-20 23:00:06
Cancellations,Total Cancellations,Ethiopian,1006241,2022-07-30 23:00:23
Cancellations,Total Cancellations,Other,1006242,2021-05-16 23:00:09
Cancellations,Total Cancellations,Filipina,1006244,2021-05-03 23:00:56
Cancellations,Total Cancellations,Filipina,1006245,2021-05-03 23:01:01
Cancellations,Total Cancellations,Filipina,1006246,2020-08-22 23:00:16
Cancellations,Total Cancellations,Filipina,1006249,2022-03-25 23:00:10
Cancellations,Total Cancellations,African,1006250,2020-08-27 14:27:58
Cancellations,Total Cancellations,Filipina,1006251,2020-11-09 23:00:00
Cancellations,Total Cancellations,African,1006254,2022-08-17 23:00:33
Cancellations,Total Cancellations,Filipina,1006255,2021-06-08 23:00:01
Cancellations,Total Cancellations,African,1006257,2020-08-24 18:01:00
Cancellations,Total Cancellations,Filipina,1006260,2022-07-25 23:00:04
Cancellations,Total Cancellations,African,1006266,2022-07-01 23:00:16
Cancellations,Total Cancellations,Filipina,1006270,2020-08-08 13:54:24
Cancellations,Total Cancellations,Filipina,1006273,2022-03-02 23:00:08
Cancellations,Total Cancellations,African,1006279,2023-06-25 23:00:31
Cancellations,Total Cancellations,Other,1006284,2021-03-12 23:00:01
Cancellations,Total Cancellations,Filipina,1006286,2023-06-10 23:00:21
Cancellations,Total Cancellations,Filipina,1006289,2021-06-26 23:00:07
Cancellations,Total Cancellations,African,1006290,2020-08-16 12:52:59
Cancellations,Total Cancellations,Ethiopian,1006299,2021-01-09 14:41:41
Cancellations,Total Cancellations,African,1006301,2021-01-25 13:00:46
Cancellations,Total Cancellations,African,1006308,2021-02-27 23:00:24
Cancellations,Total Cancellations,Other,1006313,2021-08-24 23:00:56
Cancellations,Total Cancellations,Other,1006315,2021-12-19 23:00:21
Cancellations,Total Cancellations,African,1006322,2021-02-26 23:00:01
Cancellations,Cancelled Same-Day,Other,1006324,2020-08-10 13:40:34
Cancellations,Cancelled Same-Day,Filipina,1006327,2020-08-10 10:52:46
Cancellations,Total Cancellations,African,1006331,2020-09-13 14:19:43
Cancellations,Total Cancellations,Other,1006332,2024-08-18 23:00:03
Cancellations,Total Cancellations,Filipina,1006335,2024-08-27 18:26:23
Cancellations,Total Cancellations,Filipina,1006336,2022-08-08 23:00:11
Cancellations,Total Cancellations,Ethiopian,1006337,2020-09-30 23:00:43
Cancellations,Total Cancellations,Filipina,1006341,2022-07-26 23:00:34
Cancellations,Total Cancellations,African,1006342,2020-08-28 15:33:31
Cancellations,Total Cancellations,Filipina,1006343,2021-03-25 23:00:06
Cancellations,Total Cancellations,Filipina,1006345,2024-08-12 15:10:12
Cancellations,Total Cancellations,African,1006349,2020-09-19 14:06:51
Cancellations,Total Cancellations,Filipina,1006356,2021-01-25 12:57:14
Cancellations,Total Cancellations,Filipina,1006360,2021-06-13 23:00:14
Cancellations,Total Cancellations,Filipina,1006362,2022-09-21 23:00:04
Cancellations,Total Cancellations,Other,1006363,2020-09-03 09:44:16
Cancellations,Total Cancellations,Filipina,1006364,2021-02-28 23:00:18
Cancellations,Total Cancellations,Other,1006369,2022-06-26 23:00:10
Cancellations,Total Cancellations,Filipina,1006371,2021-08-28 23:00:18
Cancellations,Total Cancellations,African,1006373,2021-10-31 23:00:18
Cancellations,Total Cancellations,Other,1006381,2022-02-12 23:00:04
Cancellations,Total Cancellations,Other,1006383,2022-05-05 23:00:06
Cancellations,Total Cancellations,Other,1006384,2024-03-31 23:00:18
Cancellations,Total Cancellations,Ethiopian,1006391,2021-12-18 23:00:34
Cancellations,Total Cancellations,Filipina,1006395,2022-06-23 23:00:18
Cancellations,Total Cancellations,Other,1006400,2024-08-13 23:00:18
Cancellations,Total Cancellations,Filipina,1006403,2022-08-20 23:00:26
Cancellations,Total Cancellations,Filipina,1006404,2020-08-31 11:00:16
Cancellations,Total Cancellations,Filipina,1006424,2020-08-30 11:09:31
Cancellations,Total Cancellations,Filipina,1006432,2022-11-15 23:00:17
Cancellations,Total Cancellations,Other,1006435,2024-02-01 23:00:29
Cancellations,Total Cancellations,Filipina,1006439,2024-08-26 23:00:23
Cancellations,Total Cancellations,Other,1006442,2021-10-23 23:00:58
Cancellations,Total Cancellations,African,1006443,2021-02-03 13:14:31
Cancellations,Total Cancellations,Filipina,1006444,2023-08-27 23:00:01
Cancellations,Total Cancellations,Filipina,1006446,2024-02-27 23:00:52
Cancellations,Total Cancellations,Other,1006454,2024-01-07 23:00:21
Cancellations,Total Cancellations,Filipina,1006456,2022-05-23 23:00:17
Cancellations,Total Cancellations,Filipina,1006459,2020-08-24 19:17:07
Cancellations,Total Cancellations,African,1006461,2022-01-27 23:00:22
Cancellations,Total Cancellations,Other,1006464,2022-03-22 23:00:15
Cancellations,Total Cancellations,Filipina,1006466,2022-05-18 23:04:30
Cancellations,Total Cancellations,Filipina,1006493,2023-01-21 23:00:39
Cancellations,Total Cancellations,Filipina,1006499,2021-10-27 23:00:43
Cancellations,Total Cancellations,Filipina,1006500,2022-06-08 23:00:18
Cancellations,Total Cancellations,Filipina,1006502,2021-03-21 23:00:15
Cancellations,Total Cancellations,Ethiopian,1006504,2022-09-17 23:00:14
Cancellations,Total Cancellations,Filipina,1006505,2023-07-27 23:00:55
Cancellations,Total Cancellations,Other,1006508,2024-05-23 23:00:18
Cancellations,Total Cancellations,Other,1006509,2021-12-20 23:00:22
Cancellations,Total Cancellations,African,1006510,2021-02-28 23:00:19
Cancellations,Total Cancellations,Filipina,1006512,2020-10-19 13:05:58
Cancellations,Total Cancellations,Filipina,1006513,2021-12-07 23:00:25
Cancellations,Total Cancellations,Other,1006516,2021-01-28 23:00:01
Cancellations,Total Cancellations,Other,1006519,2020-08-29 17:55:04
Cancellations,Total Cancellations,Other,1006522,2021-02-13 23:30:11
Cancellations,Cancelled Same-Day,Filipina,1006523,2020-08-25 16:07:47
Cancellations,Total Cancellations,Other,1006524,2020-09-05 20:19:28
Cancellations,Total Cancellations,African,1006530,2020-09-03 13:32:46
Cancellations,Total Cancellations,Filipina,1006537,2021-03-09 23:00:03
Cancellations,Total Cancellations,Filipina,1006547,2021-02-28 23:00:24
Cancellations,Total Cancellations,Filipina,1006555,2020-10-23 00:08:26
Cancellations,Total Cancellations,Other,1006556,2024-07-27 16:46:30
Cancellations,Total Cancellations,Filipina,1006559,2020-12-03 23:10:13
Cancellations,Total Cancellations,African,1006566,2021-10-26 23:00:13
Cancellations,Total Cancellations,Other,1006567,2021-01-31 23:00:37
Cancellations,Cancelled Same-Day,Filipina,1006568,2020-08-31 12:35:45
Cancellations,Total Cancellations,African,1006572,2021-08-30 23:00:19
Cancellations,Total Cancellations,African,1006575,2024-01-10 20:58:01
Cancellations,Total Cancellations,Other,1006580,2021-03-20 23:00:09
Cancellations,Cancelled Same-Day,Filipina,1006587,2020-09-01 12:30:30
Cancellations,Total Cancellations,Filipina,1006589,2022-01-31 23:00:36
Cancellations,Cancelled Same-Day,African,1006596,2020-09-02 11:58:21
Cancellations,Total Cancellations,Other,1006599,2020-09-03 19:04:37
Cancellations,Total Cancellations,Other,1006600,2022-01-24 23:00:09
Cancellations,Total Cancellations,Filipina,1006601,2022-03-22 23:00:19
Cancellations,Total Cancellations,Ethiopian,1006604,2021-12-04 23:00:51
Cancellations,Total Cancellations,Filipina,1006610,2021-09-16 23:00:23
Cancellations,Total Cancellations,Filipina,1006611,2024-03-11 23:00:30
Cancellations,Total Cancellations,Other,1006614,2022-08-01 23:00:20
Cancellations,Total Cancellations,Other,1006616,2020-09-29 09:46:05
Cancellations,Total Cancellations,Filipina,1006617,2021-05-29 23:00:05
Cancellations,Total Cancellations,Filipina,1006624,2024-02-06 23:01:01
Cancellations,Total Cancellations,African,1006627,2021-04-25 23:00:06
Cancellations,Total Cancellations,African,1006631,2021-02-24 23:30:10
Cancellations,Total Cancellations,Filipina,1006633,2022-09-18 23:00:01
Cancellations,Total Cancellations,Filipina,1006635,2021-09-26 23:00:06
Cancellations,Total Cancellations,African,1006636,2021-08-31 23:00:37
Cancellations,Total Cancellations,Other,1006637,2022-06-24 23:00:21
Cancellations,Total Cancellations,Other,1006643,2020-09-07 11:08:37
Cancellations,Cancelled Same-Day,Other,1006645,2020-09-06 08:49:14
Cancellations,Total Cancellations,Filipina,1006646,2022-09-22 23:00:08
Cancellations,Cancelled Same-Day,Other,1006647,2020-09-06 17:36:15
Cancellations,Cancelled Same-Day,Filipina,1006651,2020-09-06 14:04:54
Cancellations,Total Cancellations,Other,1006659,2022-10-29 23:00:03
Cancellations,Total Cancellations,Other,1006660,2021-08-10 23:00:13
Cancellations,Cancelled Same-Day,Filipina,1006661,2020-09-07 12:28:10
Cancellations,Total Cancellations,Filipina,1006664,2023-08-14 09:00:04
Cancellations,Total Cancellations,Other,1006666,2021-10-21 23:00:19
Cancellations,Total Cancellations,Filipina,1006669,2022-03-12 23:00:04
Cancellations,Total Cancellations,Filipina,1006673,2024-06-07 23:00:36
Cancellations,Total Cancellations,Filipina,1006674,2024-03-30 23:00:23
Cancellations,Total Cancellations,Filipina,1006677,2022-07-24 23:00:29
Cancellations,Total Cancellations,African,1006680,2021-08-09 23:00:22
Cancellations,Total Cancellations,Filipina,1006682,2021-10-16 23:00:25
Cancellations,Total Cancellations,Filipina,1006686,2021-09-01 23:00:22
Cancellations,Total Cancellations,Filipina,1006687,2021-05-05 23:00:16
Cancellations,Total Cancellations,African,1006689,2021-09-25 23:00:13
Cancellations,Total Cancellations,Other,1006690,2021-09-16 23:00:38
Cancellations,Total Cancellations,Other,1006691,2021-12-21 23:00:28
Cancellations,Cancelled Same-Day,Other,1006695,2020-09-09 15:59:38
Cancellations,Total Cancellations,African,1006696,2022-09-06 23:30:08
Cancellations,Total Cancellations,African,1006698,2021-05-22 23:00:09
Cancellations,Total Cancellations,Filipina,1006702,2021-09-06 23:00:11
Cancellations,Total Cancellations,Other,1006703,2021-06-02 23:00:04
Cancellations,Total Cancellations,Filipina,1006704,2020-09-29 12:12:11
Cancellations,Total Cancellations,Filipina,1006706,2022-04-06 18:39:55
Cancellations,Total Cancellations,Filipina,1006708,2021-12-03 23:00:03
Cancellations,Total Cancellations,Filipina,1006721,2020-12-16 10:38:26
Cancellations,Total Cancellations,Other,1006723,2021-03-08 23:00:04
Cancellations,Total Cancellations,Filipina,1006726,2021-08-15 23:00:20
Cancellations,Total Cancellations,Filipina,1006727,2022-01-05 23:00:30
Cancellations,Total Cancellations,Other,1006728,2023-08-02 23:00:03
Cancellations,Total Cancellations,Filipina,1006729,2021-03-23 23:00:07
Cancellations,Total Cancellations,Filipina,1006730,2021-04-27 12:16:30
Cancellations,Cancelled Same-Day,Other,1006731,2020-09-13 14:46:10
Cancellations,Total Cancellations,Filipina,1006732,2022-09-08 09:00:23
Cancellations,Total Cancellations,Filipina,1006733,2021-02-02 23:00:03
Cancellations,Total Cancellations,Filipina,1006734,2024-02-16 23:00:04
Cancellations,Total Cancellations,Filipina,1006735,2021-11-30 23:07:06
Cancellations,Total Cancellations,African,1006737,2020-11-08 23:00:12
Cancellations,Total Cancellations,Filipina,1006738,2022-10-06 23:00:21
Cancellations,Total Cancellations,Filipina,1006739,2021-12-09 23:00:59
Cancellations,Total Cancellations,Filipina,1006740,2022-06-22 23:00:06
Cancellations,Total Cancellations,Filipina,1006741,2022-06-29 23:00:24
Cancellations,Total Cancellations,Filipina,1006743,2024-05-31 23:00:09
Cancellations,Total Cancellations,Filipina,1006744,2022-09-26 23:00:20
Cancellations,Total Cancellations,Filipina,1006745,2024-09-23 23:00:01
Cancellations,Total Cancellations,Other,1006746,2021-10-29 23:00:21
Cancellations,Total Cancellations,Ethiopian,1006748,2022-03-26 23:00:16
Cancellations,Total Cancellations,Filipina,1006749,2021-10-26 23:00:15
Cancellations,Total Cancellations,Filipina,1006751,2021-09-27 23:00:24
Cancellations,Total Cancellations,Filipina,1006752,2022-09-02 23:00:14
Cancellations,Cancelled Same-Day,Other,1006754,2020-09-17 11:33:16
Cancellations,Total Cancellations,Other,1006756,2021-04-14 23:00:01
Cancellations,Total Cancellations,Filipina,1006757,2022-02-10 23:00:46
Cancellations,Total Cancellations,Other,1006761,2022-06-23 23:00:23
Cancellations,Total Cancellations,Other,1006762,2024-08-19 20:36:27
Cancellations,Total Cancellations,Filipina,1006763,2022-04-14 23:00:10
Cancellations,Total Cancellations,Filipina,1006766,2021-06-17 23:00:14
Cancellations,Total Cancellations,Ethiopian,1006767,2022-08-22 23:00:34
Cancellations,Cancelled Same-Day,Filipina,1006769,2020-09-20 18:13:51
Cancellations,Total Cancellations,Other,1006770,2024-05-14 23:00:07
Cancellations,Total Cancellations,Other,1006771,2020-10-10 14:16:21
Cancellations,Total Cancellations,Filipina,1006772,2022-01-29 23:00:10
Cancellations,Total Cancellations,Filipina,1006774,2022-09-20 23:30:06
Cancellations,Total Cancellations,Filipina,1006775,2022-08-28 23:00:04
Cancellations,Cancelled Same-Day,Filipina,1006777,2020-09-21 12:26:42
Cancellations,Total Cancellations,Filipina,1006778,2021-04-17 23:00:07
Cancellations,Total Cancellations,Filipina,1006779,2024-10-10 10:23:39
Cancellations,Total Cancellations,African,1006783,2021-08-17 23:00:33
Cancellations,Total Cancellations,Other,1006784,2021-04-06 23:00:02
Cancellations,Total Cancellations,Filipina,1006788,2021-02-06 11:31:27
Cancellations,Total Cancellations,Filipina,1006789,2021-02-24 23:30:43
